Actual,Predicted
4.112,4.088092333574878
3.321,2.0954750268095146
1.412,2.055089849829261
2.471,2.872825259460761
1.53,1.56728140158109
1.55,2.0653980879373846
3.908,0.8678058396768573
0.9,1.0131006100527833
1.967,2.296450442119553
0.682,0.9824983915348349
5.00001,5.096408163745453
0.921,1.726650955520566
2.979,2.3936593069717507
5.00001,4.497722814211413
3.323,2.8180309013560687
1.711,2.5052673237298237
1.521,2.4139466319341345
2.32,2.066800751626661
1.271,0.49390395253421726
0.875,0.635274929639003
2.034,2.393008041280365
2.286,2.022661407287755
1.167,1.8183910082868557
4.167,5.766562333617191
2.276,3.0003379797579
2.679,3.0029101843128636
0.972,1.726479989664771
1.375,1.733655558534967
1.988,1.8517709553855874
0.686,0.7860424604994942
3.525,2.4516151162624142
1.038,1.6837798154077785
1.078,0.35358171736331756
1.317,1.4996478076666464
2.713,2.792933415075076
0.973,1.8293403269644177
0.95,1.689403343998423
0.675,1.2331570937878666
3.261,2.604708411087756
0.656,0.5389765757426357
2.256,2.396347412532416
2.638,2.399077537674686
3.483,2.701812155865843
3.25,2.204924317434965
1.088,1.4431439068201461
4.0,2.9291369499012814
1.384,0.7371076675828918
0.61,1.1018613661764687
4.531,3.9351928831697567
5.00001,4.5145762465393755
1.202,1.9858353567171112
3.292,2.7363638652184905
1.963,2.149037465134998
1.5,1.433400877017827
1.52,1.9170516285807444
1.699,1.7095714661660766
1.375,1.1981309961116073
2.83,2.4637613461519985
4.045,2.829249724303841
1.935,2.4834346752603613
2.051,2.663364477828627
1.456,1.5559502743931064
2.25,1.0501745190083593
2.159,2.3268576985975327
1.585,1.9828015388711604
1.247,1.931181560301939
0.654,0.4570987837714746
2.802,2.6689816234869808
1.805,1.7012303081441678
1.054,1.6082926980163101
1.0,1.175357131727213
1.663,1.591054670027375
1.58,3.1708310811099576
2.438,2.486681891461356
3.629,3.7221839950255635
2.019,2.5096347335243356
0.526,-0.6881221826726018
5.00001,2.8733336288439735
1.12,1.6876500782026054
2.25,2.181783092578513
4.399,3.3855704831408415
0.883,1.2269711903919505
5.00001,7.016410347708552
2.768,2.186369032706314
1.792,1.9869838642410542
1.997,2.061254184912806
1.32,1.1445710657180828
0.613,1.4277984141061708
1.719,2.518918368806128
1.238,1.1541525770251193
1.353,1.124874278288332
1.371,2.112995633313662
1.293,1.914679583202723
2.279,2.3541745655385036
0.944,1.1768900292664872
1.035,1.9492425219494096
3.208,2.129670473452787
1.25,3.745453570030687
3.324,3.2530199095874823
1.591,1.9315431787883965
2.369,3.303522492977832
4.616,4.097177916950113
1.569,1.9573036386393718
1.482,1.6955332243690888
1.665,1.8902435850209902
1.969,1.5158711779431648
1.678,1.9225659238075765
1.267,0.9642895859737681
5.00001,2.344459840140851
0.579,0.4887530967339706
2.38,2.835233642078321
1.42,2.277866299559256
0.869,0.6686575208290553
0.56,0.7134624036641635
5.00001,3.699301105808468
1.124,1.7681151900244183
0.636,1.4210875165216583
4.313,3.908543298561173
2.659,1.723002605646664
0.58,1.1432544998374203
1.941,3.1541552119307847
1.428,1.961894571215633
1.787,1.7015992010389727
1.875,1.2890928132568094
2.25,2.392649664937586
3.13,2.7068466196755656
5.00001,6.5234958999210555
1.536,2.0489173954024458
0.623,1.0349994242211835
1.945,1.479977327849322
1.639,2.0639634624272927
3.988,3.5222289604601578
2.041,2.801294583655898
1.993,2.836754641972291
1.767,1.6227593329704422
5.00001,4.4207892370904425
2.489,2.5177628970833044
1.5,1.8319608901036757
2.317,2.0368080365912986
0.58,0.749148584634526
1.26,1.1661550783966605
1.633,1.867274928272477
1.134,1.373715730746798
3.0,2.638989517246686
3.109,3.0197954333340116
2.188,2.1600924565978477
0.704,1.1566014104063311
2.377,2.9875977547430486
1.188,1.3250304798634518
0.731,0.4334935392805328
0.75,0.9303290644510664
4.507,3.9748881957243407
2.402,2.621861884635334
0.658,0.6921939142901512
0.647,0.2594704452253098
1.751,2.4722841706476104
2.237,2.1215940029457734
0.963,1.3569602709176312
4.051,3.248030966691031
3.768,3.0931579926250294
5.00001,5.43212673332757
3.5,2.239411516109095
1.625,1.4167793318307036
1.773,2.010515345816504
0.984,1.298746671006342
1.388,0.4362080171029681
1.75,2.530565002073611
2.609,2.2050962633524924
1.047,0.3314325816912034
1.595,2.3208118744296136
2.959,2.8193133670554573
1.375,2.201792724289073
5.00001,3.8089515017736897
2.27,2.568317714074559
2.639,2.016727647737782
1.604,1.6555843543140987
1.42,1.9459029710374895
1.625,2.266759238781596
2.304,2.176778438659909
5.00001,3.8634407520727647
2.177,2.6685876886124253
1.83,2.2899629768545475
2.458,2.131142767520257
1.292,1.3653952536187766
0.604,0.5102912369374288
0.675,1.143825654743176
2.952,2.7304602952641686
1.926,2.6535769177100597
1.506,2.1416255530062496
1.257,1.8765237875748348
0.634,0.8975523659648741
1.513,1.4001933216483575
2.456,3.0451282265109185
5.00001,5.226939569568531
1.655,2.4633926811673974
1.135,1.421954913673214
3.222,2.2712332755228832
3.625,2.27311882153671
0.696,0.8974290749621696
1.561,1.932604051253054
0.875,1.584136807424034
1.931,2.0361130480573726
2.18,2.2804896915866726
1.018,1.6487842128200585
1.291,1.4532186449958826
1.563,1.4838252917468746
1.832,2.325208203317942
1.481,1.813548863552837
5.00001,6.913557001141342
2.221,2.8959708547870235
1.676,2.244740992779348
1.845,1.6815884446851426
3.7,2.5335571807736597
2.394,2.4617780410875785
1.667,2.1550146205001797
2.333,1.5468722162031643
2.4,2.1293901460269393
0.913,0.41926211536394975
4.835,3.964712284200206
1.505,2.2546735499613617
0.995,1.0136398380911578
2.402,1.8416691008718795
0.955,1.9044027472604055
5.00001,4.895849343793309
2.516,2.332177096164815
1.208,1.0365803436209988
1.357,1.4851791293976087
2.254,2.755017976761662
5.00001,2.330676709762636
0.851,0.17059786064644467
5.00001,2.838834545164442
1.648,1.9851218078812223
1.116,0.9940685326251009
1.61,1.3918581504502279
2.137,2.3156013673909976
1.165,1.0085656450600462
3.5,5.277552315280957
1.599,2.49725222756335
4.383,1.9808887025757156
1.711,2.4345031465775215
2.711,2.2436380052009413
5.00001,1.9108669679259824
0.68,1.4020604760395676
1.917,1.8424188800457313
2.559,2.786579607503149
1.125,1.687874860145247
1.822,1.8864846515976088
3.476,2.848559487760996
3.32,2.9410488924096496
1.109,1.1848601644564578
2.119,2.0795915866043684
2.625,2.415018640151059
2.379,2.382806823313126
0.9,1.8563442356784479
4.272,2.6931749323544345
3.705,2.9661606868217585
1.163,0.7692658689665439
1.708,1.6863272519726005
2.855,3.2872556820400956
1.115,1.645546755870631
0.832,1.5725398612065986
2.482,2.6474961877657774
3.955,2.86344175817928
2.183,1.871076886936291
5.00001,3.8942619667269875
0.889,0.7514515063068212
1.81,1.9980623452474033
2.809,3.2078972256355445
3.453,1.9829038633169715
1.81,2.3652802748937964
1.922,2.6581166764380035
0.781,0.11879577460246082
0.75,0.8564740449853567
4.333,3.812334034874781
1.601,2.0157193971536134
1.092,1.0634753475970962
0.962,1.398825786669185
1.914,1.468403292993391
3.6,0.9491284335342132
1.856,2.5240831055963113
1.188,0.8013933865457457
1.227,1.4056018117977591
2.063,2.063425914915958
1.956,1.8443661330820236
0.756,1.7020388534416757
1.043,0.9729274156608485
3.859,2.363458458617756
1.139,1.7844521829653586
0.794,1.5867546380651043
0.813,0.8880393292107323
1.292,1.948790453994624
0.735,0.915944307555933
1.759,2.3172418915340027
1.424,2.04890531650482
2.341,1.9255907463039854
2.867,2.4295106199271443
0.925,1.4679946569775262
1.701,1.9639336793252489
1.618,2.235562408007826
2.253,2.6442809201636406
1.706,1.7657994259134113
3.194,2.076894219012382
0.958,1.538575897671069
0.734,0.9259081486901712
0.936,0.7394743429530439
0.517,0.7328992229186646
3.587,2.2511311273076533
0.647,0.7480358978532384
3.442,2.881019234883881
3.14,3.007341441857803
1.857,1.9793402956315147
2.793,2.5642898029156687
1.194,2.2113174843019308
2.804,3.0249629710398174
1.871,2.141346502285649
0.838,0.803469977497755
3.093,2.1275671612150537
2.292,2.867073230351988
2.45,2.1543100377534063
2.276,3.032401235296176
5.00001,2.8520873253731556
3.208,2.4670524685056097
1.473,1.2556804358745552
1.623,2.4123347705713254
2.659,3.0456590697423347
5.00001,3.7566425913691863
1.891,2.2257583214536223
3.164,3.2047098738368893
1.819,1.7497183341710563
2.615,2.04652119087263
0.69,0.7150780470897449
1.813,2.0642520417499908
2.93,2.739587004795971
1.111,1.7245674114059253
2.183,2.723828504464717
1.472,1.6446283279475544
2.438,1.8341906809596633
2.23,2.140293211054415
1.375,1.605228127456269
0.606,0.25305336846251114
2.75,0.04997083469655461
3.5,2.0369817881479215
1.712,1.697089307992138
0.835,2.011471046906857
2.25,2.276383345907872
1.656,1.9651428420941364
1.52,2.1255678863165457
1.92,2.0813226117205654
2.542,2.912603233222222
1.5,1.0489623689099428
2.125,2.3301595469688134
0.804,0.20271659405130493
2.065,2.964467247226911
3.311,3.379185208594725
2.014,2.9373303035898437
1.884,1.7441435332362492
1.954,2.3117916227907753
4.425,4.047299882408622
1.527,2.899832197723273
5.00001,5.228901045898608
2.398,2.7672955364150584
1.594,1.302401670472089
0.918,0.9936816675083153
2.409,2.734723093987368
1.364,1.6902704197801488
1.036,1.4912253061713194
1.325,1.6189176764672828
2.929,2.434160226941599
0.628,1.27094413521514
1.121,1.9546695666566347
0.891,1.572720904697991
1.207,0.9926616519204992
4.714,2.603803802961593
3.147,2.6826940301625144
2.264,2.458437257628856
4.097,2.4319687771399283
1.49,1.369595309866034
1.717,2.9169154197037956
2.355,3.0540354559960865
3.228,2.646489048186067
2.445,2.8795685682129015
1.622,1.5455367243704587
3.409,3.2095640621241537
0.574,1.0318174754385347
1.989,2.044861082086166
1.097,2.0610831567858066
1.375,1.385024809910939
0.857,1.1612295489728686
0.983,0.8010129101196002
1.782,2.113440649985824
1.375,1.5019279458192267
2.75,2.6050939897877945
3.815,3.192560614428505
5.00001,4.047534319769997
5.00001,4.7960424338611745
1.792,0.7067408873617795
2.045,2.434414405925332
3.941,3.3685902137080053
1.844,1.9638422857805333
1.74,1.8977118480513182
0.807,1.2644365036047551
1.896,2.337058437310538
0.6,1.1853351645342727
1.266,1.7326782961878298
2.625,2.0776361910320467
1.392,1.9864504922208535
0.513,0.531811479180837
2.292,2.9714869341617693
1.011,1.774059254008686
0.977,1.3000255750750411
1.583,1.4400417530191598
3.491,3.555144341400167
0.855,1.4220055669490896
2.141,2.743627042842615
2.271,2.55584325632278
1.557,1.5374929011922203
0.668,0.9763269322854846
2.073,2.6316276528628855
2.228,1.8944763200446753
3.545,2.2680703814055354
3.405,2.3106828033280484
0.529,0.8769484527074938
1.406,2.133713048835648
1.508,1.5644609871742796
0.561,-1.0137928122566175
2.596,2.809595949448222
3.189,2.5131327506639725
1.484,2.5371493946319266
2.899,2.320901877847859
1.618,2.504722148289679
2.55,1.8270432540401895
0.875,1.2649589164687902
2.45,2.797531410442015
3.05,2.0742239712369326
2.15,2.1936360486883344
2.49,2.2712167163968164
5.00001,6.8386054420859335
3.2,1.9984666437098344
1.74,2.4509705912310826
2.925,2.8486208273127165
5.00001,4.0439009000126145
2.899,3.0281174737581993
4.384,3.0746408349819543
1.82,2.2567270038312253
1.705,0.7767446904581061
0.692,1.1700844867862301
0.956,1.4984917239287374
2.728,3.1380511590083455
0.813,2.139321603202257
2.724,2.6532659804316836
1.526,2.175233736289103
0.559,1.227063001380869
2.135,2.4172749414781247
3.313,1.5025888078380674
2.018,2.3390391292006263
0.571,1.2476711860467926
3.318,2.544896143795238
3.659,2.3124605006458565
1.275,1.3155556959267383
1.118,1.0742751912534125
3.537,2.809879974759217
2.293,2.478502041826521
0.875,1.1735012546545267
2.375,1.7138094838285156
1.133,0.5163306948262052
1.125,1.0099563499072208
1.385,1.0729006151923923
3.074,2.1351436840605893
1.009,1.7620648105866983
0.978,1.0808336279028299
1.767,1.9581476757059402
2.18,2.180386878855646
2.906,2.214696896407372
1.577,2.216623833899631
3.48,3.3171663152675452
0.672,1.2882179520550843
2.604,1.988690510641919
1.236,1.224248718415459
0.675,0.7521962013421819
1.307,1.3293533030863354
0.66,0.5097090050919366
1.666,2.47604243404046
2.256,2.1130762915101933
2.571,1.9749321892809537
5.00001,5.346940194962713
1.139,1.868437565902602
0.91,1.600713135334523
2.174,1.9070853664500873
0.96,1.0030924998202824
1.292,0.792576548142305
3.502,3.229437333771488
4.421,4.965818788044376
2.229,1.5169195206340715
0.813,1.0483254154330877
1.606,1.876144045205739
5.00001,3.2159841798600395
3.412,3.242950047509508
2.879,3.1185695474499675
3.447,3.5023160465008263
1.8,2.4357917863648364
1.678,2.3623586434533776
0.55,0.9246761920117517
0.508,1.0695591982920853
1.426,2.1225290008692843
2.358,2.3496406273041726
1.127,1.917860608464384
2.102,2.4505506632944205
2.107,1.7698752069397143
0.654,0.8884606740196779
1.625,1.8314146894599168
1.503,1.4667741521165354
5.00001,2.7671791637636085
1.014,1.985814036077549
2.218,2.179343133346021
2.603,2.433344055090654
1.788,1.6427662741087594
1.704,1.7687835527409204
3.194,3.28839687228559
1.906,2.536510752670774
1.841,1.7966777961543947
1.911,1.9576096168764814
1.496,2.689873253512852
5.00001,3.0870527751222645
1.834,2.172684935395145
4.441,3.580308212434846
2.427,2.3864637591482176
0.762,1.1686399355102832
1.329,2.2506705686997934
4.098,2.1919566406759854
1.125,1.0215543086817855
3.766,3.145257083515202
0.505,1.3522896744695447
5.00001,3.287143832641977
2.095,2.3056284634644086
0.778,0.3199269541340799
2.997,2.958777863347371
3.75,2.4407890824194647
1.565,1.6339171010545597
2.4,2.414754404446857
0.772,0.5758789235969355
0.985,1.1899225689530422
5.00001,2.445209783080008
1.104,2.0544717851913576
0.864,1.7802845285968412
2.304,1.8485378127615828
1.639,1.9819570671468512
5.00001,3.9936124718173023
0.495,0.1888481148379726
1.074,1.8713380686521366
3.625,2.3453757596783866
1.45,1.7787794717329897
2.185,2.2974253328129346
1.301,1.8600506397378553
1.46,2.0613459436768684
1.525,0.9662444454921344
4.572,3.5970317488882713
1.652,2.197939173017053
3.947,2.031952619596828
1.444,2.0502773260185636
1.366,1.3231197970088822
2.164,2.7111484041070923
1.39,1.4184435690879007
1.038,0.7142461984174708
4.885,3.221532181290524
2.271,2.1532903069372016
2.38,1.9071361842117576
2.156,3.084939938409821
2.923,3.288923925545897
1.459,1.9312915234186763
1.873,1.472748073227017
1.854,1.0685032841011446
2.8,1.6539857855905766
1.411,1.8663523052109217
1.909,1.9837656891843638
2.625,1.9769413461679521
4.42,3.0043084022943622
2.748,3.097790477088443
0.855,1.0222318189504445
2.318,2.8892689825457247
3.02,2.9935542858105606
2.358,2.9474087493576455
0.722,0.9673967833761798
1.824,2.1870263767360054
5.00001,3.2634926412468515
0.787,0.6411546945437525
1.813,1.5542559192854557
1.98,2.2147600932259563
1.996,2.0859539850353954
0.633,0.9957721374110036
0.94,1.2180227145114895
1.868,2.330348458092307
1.17,2.0611999914340666
1.178,1.7647672208110052
1.21,1.6111320720692504
2.309,2.410599214014194
4.273,2.680254012284713
1.281,1.377630059707659
3.847,2.096439968714441
2.904,2.7111998049510966
0.913,1.097362815657745
0.619,0.8811582604710559
2.322,2.5185464373389728
1.296,1.1873972894508897
1.275,1.2333145901602234
1.505,2.0949378657430837
1.875,1.6403011043279445
4.379,4.329282901122404
1.265,2.1158371010804364
4.534,4.105994925623719
2.294,2.541212985379295
3.649,2.8183254338467956
1.919,1.977288250103812
0.875,0.9355809570814548
0.3,1.8034139719445386
3.357,2.645251381911038
2.421,2.0284357744772294
1.737,2.3058537271802892
0.541,0.5034431158228614
2.078,2.519386534307264
1.125,0.42044542426786236
1.667,2.1026537550169015
2.718,2.840538361838565
1.411,2.3488826244601704
3.75,1.3271783346426798
1.616,1.5940607686263402
1.594,2.2704342568997506
0.863,1.3493536667338963
2.563,2.867812485104513
2.132,1.832341203601243
2.541,2.1801567657017107
1.326,1.8629843873007843
1.693,1.1430038338584874
3.477,2.7054083941091034
1.597,1.9213670101360116
0.909,1.8533553837339451
2.905,2.39745669722168
1.899,2.111615984356001
4.956,4.00126568405412
3.333,3.504237680461502
1.838,2.047438623988594
1.89,1.736253065167026
1.575,1.079911617250475
0.666,1.1603541016402992
1.324,1.7631099873334528
1.56,1.9451994535079122
3.481,2.1708527056236475
2.264,2.888407742776096
0.742,0.3032225280481009
1.583,1.6393413926674034
5.00001,4.8333209143566895
1.655,1.8080960747330246
3.295,2.3092548802533663
1.396,1.932557314616298
1.529,2.0511707654369653
3.673,2.6580266106366426
0.7,0.7413253230094692
0.974,1.8490089867655455
0.659,0.9668117000299556
0.493,0.8591299598081537
1.541,1.860887195550807
2.728,1.9490449258544953
2.471,2.774983136149267
2.688,1.5729859776957547
2.476,2.040574106306551
4.168,3.311001832148769
1.216,1.3865772052002487
1.717,2.114719264052613
1.738,2.1642855325180186
2.356,2.556793599107326
2.601,2.3570421093292073
2.0,1.864965697459548
2.966,2.6362958589470185
3.746,2.1565941390545977
1.778,2.5987176767881746
2.695,2.5372105378095524
0.62,1.293124413902861
1.976,2.0519016890935293
0.527,1.191423076701152
1.914,2.3611214883988207
3.177,2.8381548781398025
3.294,2.336418898642971
3.307,3.1650480976740534
1.874,2.599376849511635
2.865,2.11841525559421
5.00001,1.3199543096253978
1.339,2.0905477256029763
1.998,2.5595017839754792
0.45,-0.15023192339562952
3.546,3.461436788428268
2.638,2.7318187027933023
2.784,1.964950555811549
1.604,1.709730441432392
2.413,2.7663464758374916
2.083,1.9295231106319135
2.636,2.873150597335361
1.45,2.0834679137172625
1.325,2.0453446945680183
1.838,1.8140287413071068
0.811,1.2296018744750141
1.765,1.9442329153291336
2.555,2.018528984309324
1.661,2.17258596530725
1.02,1.6020373670855843
0.861,1.494102318973442
1.006,0.5319283747468628
5.0,2.467374171578412
2.099,3.000148222141
0.525,1.032023186312192
2.629,1.9893130057552755
1.588,1.9545887976182432
2.095,1.5349714831192136
3.5,1.6284783229987418
2.171,2.633319713628488
1.414,1.3023746325536774
0.934,0.8656509676454598
1.982,1.7506463667288787
1.872,1.7398748254220702
1.853,1.8185301065067319
5.00001,6.65976541927316
2.813,3.061853491650816
1.036,1.7915852428394745
2.879,3.0119285301478196
2.083,1.761340878912459
1.75,2.9505786913845684
1.327,1.8238964972159826
1.72,1.6015185321613408
5.00001,4.740622478993902
0.64,0.51658284661391
2.279,2.1770647586595446
0.631,0.9522777048186726
0.841,1.523046548517645
3.392,2.819936234722213
1.563,1.2485621411029075
3.836,2.6571135293214354
1.371,1.8189304886257813
0.568,1.1535953432375472
0.7,1.3453377023464057
0.963,1.0404065955849626
0.926,1.6845167804838201
3.591,3.1010348141551045
1.587,2.228108454421556
5.00001,2.9840018943676143
1.146,2.233629977095385
4.102,3.355487816981264
2.819,1.8612048990531807
1.017,0.6199223130436657
1.693,2.072590286530331
2.078,1.9967589543290296
3.272,2.518692737108692
2.779,2.439240872520183
1.114,1.0815059154968274
0.806,1.6427325299052524
2.075,2.6131954777389734
2.753,2.528469941725919
4.21,3.084400768601939
1.288,1.2967196127001426
3.139,2.5468792615297495
0.676,1.61069579265954
0.644,1.1766615037002486
1.539,1.8172846850188977
1.307,0.941780981938527
2.385,1.9605730051708194
3.796,3.3560166811621617
1.465,1.6746015439813857
1.503,2.247409957223415
0.803,1.5365737537484372
2.933,0.6455219763191908
2.88,2.702256841482211
1.441,2.236241536233681
1.27,1.518902713097237
1.521,2.1056965837743955
1.568,0.8034408023478843
1.049,0.9720232125824959
5.00001,5.4309046503171725
1.344,2.0979977808504913
5.00001,5.737346451557372
2.728,3.0029311321837366
1.516,0.8536016150471144
3.626,2.29476934929528
1.692,2.2305357569681283
1.404,1.984721952276409
0.437,0.902339087747364
1.36,2.5637675911182245
2.644,2.6921713689682316
1.522,2.133317592826628
1.375,1.6566679342553918
2.147,1.4521149422810837
1.709,2.2594369101566647
2.362,2.2999199709171276
2.978,2.473697480660503
0.885,0.9551479670350629
1.276,1.64622089847892
0.802,0.9960810671481677
3.06,2.504151714132318
4.364,2.0514149695984116
2.389,2.4202877119818162
2.317,3.147273407775133
1.229,1.6662110359116993
2.182,2.4769406114768446
3.97,4.909029640578634
2.603,1.6472597114034278
4.357,3.1804910959941113
1.64,2.3941534690720023
4.405,3.0233527293253637
0.854,1.1375700265570303
1.019,0.9682529544450285
1.594,2.129816401831035
1.903,2.6067809251367855
1.0,1.381930829689679
1.396,1.5307999254853104
5.00001,4.870311686877832
1.545,2.7034220479555295
1.705,2.09991136073249
1.106,1.3910297381407233
1.912,2.6016197025467616
2.872,3.459044133796091
1.501,1.9874345491374208
2.383,2.3000106593617327
1.542,0.9523389148009804
2.805,2.4166837618367016
1.619,2.575740536518146
2.656,2.7689484636050183
1.227,2.3718121743885003
2.312,2.7267316607635195
3.191,2.5678724105463755
2.313,2.2885020186589577
5.00001,4.582956406334741
1.212,1.2581037570468059
2.225,2.31113157982155
4.5,3.109237248453173
1.021,1.4167234062752245
2.012,2.281943917319503
1.042,0.8722236195376265
5.00001,5.433507298637296
1.32,1.9216989627714804
2.211,2.5152867387242894
1.516,1.9516044080028085
1.469,1.547397988130447
1.512,2.1258707076912087
1.651,2.248259199276809
2.136,2.674414498363401
2.135,2.007219879516798
5.00001,3.418756485936596
4.38,3.4359306602147073
1.838,2.4375559910521223
3.5,2.6118678118601077
1.593,1.010468719568354
1.291,1.675045726115024
0.766,1.109576878523867
2.25,1.9526066857170037
2.308,1.7035967787413728
4.318,3.8349014317427472
1.91,3.0105043534655893
0.847,1.2627976073522782
1.525,1.2577614804391932
0.676,0.5680820224031153
1.982,2.0808383436757616
3.063,2.0418353685559785
1.221,2.0610446460800165
2.761,2.1254687799641694
1.03,0.991559091684326
4.091,3.01869555461867
1.352,1.8345794998226888
1.216,1.1174503050559572
1.828,1.7243297242450026
2.28,1.7920004446856517
1.1,1.1010237573495367
1.112,0.8239987381149265
0.847,1.2039980989158845
4.473,3.880240086270434
0.883,0.796876994291102
0.871,1.3800001627276388
1.875,2.203347911463227
1.469,1.7319146199780913
1.031,1.295065613092877
3.437,3.6694891921690895
0.982,2.177835429000303
2.625,1.8323627238283178
0.774,0.41931177495944105
1.351,2.156163730235196
1.347,1.1198336196262135
2.313,1.6309430925939028
1.586,1.6670903723139294
1.016,0.9085306012050989
1.22,1.7566191881193887
3.8,3.4603520053325743
1.894,1.7409038845223623
4.4,3.314925387919855
0.7,1.3050152944868516
0.7,1.1986455369361235
3.335,2.700925583517147
1.018,1.4919082568703077
5.00001,6.9258669706896505
3.605,2.8165556696481255
1.695,1.7101883731951728
2.056,1.6391940666811353
1.663,1.8732287912742276
0.325,0.8050781775832276
3.627,3.149264591879921
1.745,1.6362440261802107
1.976,1.964327448990801
1.83,2.3810116161132844
1.583,1.569550334132008
1.002,1.8398533042536163
0.875,0.9385643903427969
4.611,2.1815103460300445
1.902,2.883994297371151
2.323,1.8516527973504686
2.216,2.738170123750986
2.269,2.2645157444883126
2.242,2.341455862197898
